"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.0121510812740453,0.000364442989436127,33.3415146573286,2.48336576802533e-228
"2","Mkt.RF",0.00655032040063183,6.84821452694986e-05,95.6500468093439,0
