"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.00979630166983459,0.00044179489440562,22.1738679959493,9.70448902646366e-106
"2","Mkt.RF",0.010617568629314,8.94729233994876e-05,118.667952559319,0
"3","SMB",-0.000317754185388227,9.24586693185574e-05,-3.4367159697425,0.000591841252453766
"4","HML",0.000369439260133364,6.51650257944526e-05,5.66928740730759,1.48433537765845e-08
"5","RMW",-0.000149627468838238,0.000271871573533394,-0.55036084462085,0.582087434360992
