"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.0140367258419472,0.000377616467984617,37.1719112698204,6.61414795647536e-279
"2","Mkt.RF",0.00672694966323154,7.64754182137577e-05,87.9622474823077,0
"3","SMB",0.00128191574721199,7.90274323781031e-05,16.2211488926873,3.08831414754377e-58
"4","HML",0.000550289020933161,5.569866738667e-05,9.87975200758317,6.91085324914151e-23
"5","RMW",-0.00073966850251742,0.00023237747797249,-3.18304729430357,0.00146297885598076
