"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.00970002110237687,0.000419261083079539,23.1359920914402,1.11026429880807e-114
"2","Mkt.RF",0.0106909087329457,7.87829625745412e-05,135.700770618145,0
