"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.0076039790760507,0.000303760873209667,25.0327798827539,3.29903911802629e-133
"2","Mkt.RF",0.00521639973349749,5.70794249013261e-05,91.388442376831,0
