"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.00872121110215661,0.000316298280119134,27.5727427252268,7.0770964862822e-160
"2","Mkt.RF",0.00537579964955826,6.40571725632168e-05,83.9219003032485,0
"3","SMB",0.00095917696226527,6.61947850866595e-05,14.4902194487006,5.56242530512849e-47
"4","HML",0.000152324225479928,4.66541959712655e-05,3.26496303941762,0.00109943812660514
"5","RMW",-0.000311379003634253,0.000194643514922433,-1.59973993358237,0.109696211057295
