"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.00793070460287734,0.000325206074397222,24.3867050072085,9.32937946785994e-127
"2","Mkt.RF",0.00831037328564856,6.11091728334567e-05,135.992239795115,0
