"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.00801218713507107,0.00048124973348908,16.6487097602785,3.37184263342052e-61
"2","Mkt.RF",0.0111240394448407,9.74633729038958e-05,114.135588718129,0
"3","SMB",-7.90362494099879e-05,0.000100715763200872,-0.784745574060283,0.432626248705146
"4","HML",0.000543566221032849,7.0984639463933e-05,7.65751893843221,2.11973822940322e-14
"5","RMW",-0.00142776111431149,0.000296151277352874,-4.82105337202469,1.45465239045084e-06
