"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.00705515173132798,0.000457361811878009,15.4257560384377,6.3340267519043e-53
"2","Mkt.RF",0.011310819811672,8.59424353043847e-05,131.609254166608,0
