"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",0.00813220464158547,0.000384836753928639,21.1315695774044,1.71750161482539e-96
"2","Mkt.RF",0.00954684414901761,7.23143187041667e-05,132.01872492325,0
